ID,CaseTitle,InitiationYear,ResolutionYear,RespondentState,ClaimantCountry,ClaimantName,InvestmentType,ArbitrationRules,LegalInstrument,OutcomeStatus,amountSought,amountSought_cur,amountAwarded,amountAwarded_cur,Arbitrator1,Arbitrator1President,Arbitrator2,Arbitrator2Claimant,Arbitrator3,Arbitrator3Respondent,description,italaw
UNC489,Mikhail Nadel and Ithaca Holdings Inc. v. Kyrgyzstan,2012,2013,Kyrgyzstan,Russia/USA,Mikhail Nadel and Ithaca Holdings Inc.,banking,UNCITRAL,Kyrgyzstan-US BIT,Discontinued (for unknown reasons or reasons other than settlement),500000000,unknownValue,unknownValue,unknownValue,Klaus Reichert,Yes,Richard DeWitt,Yes,Brigitte Stern,Yes,unknownValue,http://www.italaw.com/cases/1921
UNC482,"Ping An Life Insurance Company of China, Limited and Ping An Insurance (Group) Company of China, Limited v. Kingdom of Belgium (ICSID Case No. ARB/12/29)",2012,2015,Belgium,China,"Ping An Life Insurance Company of China, Limited and Ping An Insurance (Group) Company of China, Limited",Banking and financial services,ICSID,Belgium and Luxembourg-China BIT (1984); Belgium and Luxembourg-China BIT (2005),In favour of the State,1340000000,unknownValue,NA,NA,Lawrence COLLINS,YES,Philippe SANDS,YES,David A.R. WILLIAMS,YES,Ping An has alleged that its investment in Fortis was expropriated as a result of the Belgian government’s nationalization and sale of Fortis’s Belgian banking subsidiary in the effort to salvage the bank’s operations from a massive liquidity crisis.,unknownValue
UNC483,Georg Gavrilovic and Gavrilovic d.o.o. v. Croatia (ICSID Case No. ARB/12/39),2012,unknownValue,Croatia,Austria,Georg Gavrilovic and Gavrilovic d.o.o.,Food products enterprise,ICSID,Austria-Croatia BIT,Pending,270000000,unknownValue,NA,NA,Michael C. PRYLES,YES,Stanimir A. ALEXANDROV,YES,J. Christopher THOMAS,YES,"Georg Gavrilovic, and the Croatian meat processing plant that shares his family name, allege that the Croatian Government expropriated the group’s commercial properties without paying compensation.",unknownValue
UNC480,UAB E energija (Lithuania) v. Latvia (ICSID Case No. ARB/12/33),2012,unknownValue,Latvia,Lithuania,UAB E energija (Lithuania),Heating services enterprise,ICSID,Latvia-Lithuania BIT,Pending,9606830,USD,NA,NA,Paolo Michele PATOCCHI,YES,Samuel WORDSWORTH,YES,August REINISCH,YES,"Lithuania’s energy group E Energija, which is controlled by the European Bank for Reconstruction and Development (EBRD) and businessman Virginijus Strioga, has initiated international arbitration proceedings against Latvia due to early termination of an agreement on long-term lease of heating system in Rezekne.",unknownValue
UNC481,Marco Gavazzi and Stefano Gavazzi v. Romania (ICSID Case No. ARB/12/25),2012,unknownValue,Romania,Italy,Marco Gavazzi and Stefano Gavazzi,Steel production enterprise,ICSID,Italy-Romania BIT,Pending,unknownValue,unknownValue,NA,NA,Hans VAN HOUTTE,YES,Mauro RUBINO-SAMMARTANO,YES,V.V. VEEDER,YES,unknownValue,unknownValue
UNC486,"CC/Devas (Mauritius) Ltd., Devas Employees Mauritius Private Limited, and Telcom Devas Mauritius Limited v. India (PCA Case No. 2013-09)",2012,unknownValue,India,Mauritius,"CC/Devas (Mauritius) Ltd., Devas Employees Mauritius Private Limited, and Telcom Devas Mauritius Limited",telecom,UNCITRAL,India-Mauritius BIT,Pending,1000000000,unknownValue,NA,NA,Marc Lalonde,Yes,Francisco Orrego Vicuña,Yes,Anil Dev Singh,unknownValue,"In 2005, India's Department of Space approved a contract to lease satellite capacity to Devas Multimedia Private Limited that would enable it to provide audiovisual, broadband and mobile internet services within India through a satellite and terrestrial network. Devas’s investors include DT Asia, a Singapore subsidiary of Deutsche Telekom AG (which holds a 20 percent stake ADDED in Devas), and CC/Devas Mauritius Private Limited and Telcom Devas Mauritius Private Limited (each with 17 percent), two Mauritius affiliates of USA venture capital firms Columbia Capital LLC  and Telcom Ventures LLC.  After India moved to annul Devas's rights under the contract in February 2011, Devas brought an ICC contract arbitration against Antrix Corporation Limited, the marketing arm of India's space agency.  After that action was enjoined by the Indian Supreme court, the Mauritian investment vehicles (CC/Devas, Telcom Devas and Devas Employees Mauritius Limited) brought a treaty arbitration against India under the Mauritius-India BIT.",http://www.italaw.com/cases/1962
UNC487,LSF-KEB Holdings SCA and others v. Korea (ICSID Case No. ARB/12/37),2012,unknownValue,Korea,Belgium/Luxembourg,LSF-KEB Holdings SCA and others,"Banking enterprise, engineering and construction services and commercial real estate",ICSID,Belgium and Luxembourg-Korea BIT (1974),Pending,2500000000,unknownValue,NA,NA,V.V. VEEDER,YES,Charles N. BROWER,YES,Brigitte STERN,YES,"Dallas-based Lone Star Funds says that South Korea channeled public hostility toward their successful private equity investment in Korea Exchange Bank, which the Korean press labeled “meoktwi,” or eat-and-run foreign capitalism. Through its Belgian subsidiaries, Lone Star alleges that Korean bank regulators repeatedly blocked attempts to sell its interest in the bank, and Korean tax authorities violated the guarantee of fair treatment provided in the BIT between Belgium and South Korea. The respondent disputes Lone Star’s claim. This is the first investment treaty claim against Korea, and the largest ever filed against an East Asian state.",unknownValue
UNC484,Supervision y Control S.A. v. Costa Rica (ICSID Case No. ARB/12/4),2012,unknownValue,Costa Rica,Spain,Supervision y Control S.A.,Concession agreement to build and operate motor vehicle inspection facilities,ICSID,Costa Rica-Spain BIT,Pending,350000000,unknownValue,NA,NA,Claus VON WOBESER,YES,Joseph P. KLOCK Jr,YES,Eduardo SILVA ROMERO,YES,unknownValue,unknownValue
UNC485,Rusoro Mining Ltd. v. Venezuela (ICSID Case No. ARB(AF)/12/5),2012,unknownValue,Venezuela,Canada,Rusoro Mining Ltd.,Gold exploration and exploitation operations,ICSID AF,Canada-Venezuela BIT,Pending,3000000000,unknownValue,NA,NA,Juan FERNÁNDEZ-ARMESTO,YES,Francisco ORREGO VICUÑA,YES,Bruno SIMMA,YES,"Rusoro was among the last private miners left standing in Venezuela. Now it’s just another Canadian claimant suing under the Canada/Venezuela BIT over the seizure of gold mining rights. The respondent disputes the allegations. At the time of it was nationalized in 2012, Rusoro had subsidiaries holding a total of 58 mining concessions and contracts for the exploration and exploitation of alluvial and vein gold and other minerals in the southern state of Bolívar.",unknownValue
UNC168,"Archer Daniels Midland and Tate & Lyle Ingredients Americas, Inc. v. United Mexican States (ICSID Case No. ARB(AF)/04/5)",2004,2007,Mexico,USA,"Archer Daniels Midland and Tate & Lyle Ingredients Americas, Inc.",Soft drink sweetener production enterprise,ICSID AF,NAFTA,In favour of the investor,225000000,unknownValue,33510091,unknownValue,Bernardo M. CREMADES,YES,Arthur W. ROVINE,YES,Eduardo SIQUEIROS T,YES,"One of three NAFTA arbitrations spawned by a controversial 20 percent Mexican tax on soft drink bottlers who use sweeteners other than cane sugar. CPI complained that the tax walloped the company’s high fructose corn syrup plant in Mexico. The tax at issue has been found in a WTO proceeding to violate international trade rules. In November 2007, arbitrators ruled that the tax breached investor protections contained in NAFTA Chapter 11. ADM was awarded $33.5 million.",unknownValue
UNC154,"Cargill, Incorporated v. Poland",2004,2009,Poland,USA,"Cargill, Incorporated",isoglucose production,UNCITRAL,Poland-United States BIT,In favour of the investor,100000000,unknownValue,DU,DU,Gabrielle Kaufmann-Köhler,unknownValue,Emmanuel Gaillard,unknownValue,Bernard Hanotiau,unknownValue,"Claimant asserted that the imposition of EU mandated agricultural product quotas (isoglucose), which adversely affected Cargill’s investment in isoglucose-processing facilities.",unknownValue
UNC155,Total S.A. v. Argentine Republic (ICSID Case No. ARB/04/1),2004,2013,Argentina,France,Total S.A.,Gas production and distribution/power generation project,ICSID,Argentina-France BIT,In favour of the investor,1292000000,unknownValue,DU,DU,Giorgio SACERDOTI,YES,Henri C. ÁLVAREZ,YES,Luis HERRERA MARCANO,YES,"In the largest non-bond claim to arise out of the Argentine financial crisis, Total claims losses under the France-Argentina BIT related to its investments in oil exploration and production, gas transportation, and electricity generation. In December 2010 an award on liability upheld a number of Total's claims. The damages phase is ongoing.",unknownValue
UNC156,Vladimir Berschader and Michael Berschader v. Russia (SCC Case No. 080/2004),2004,2006,Russia,Belgium,Vladimir Berschader and Michael Berschader,construction project,SCC,Belgium and Luxembourg-USSR BIT,In favour of the State,unknownValue,unknownValue,NA,NA,Bengt Sjövall,yes,Todd Weiler,Yes,Sergei Lebedev,Yes,unknownValue,http://www.italaw.com/cases/140
UNC157,"Gemplus, S.A., SLP, S.A., and Gemplus Industrial S.A. de C.V. v. United Mexican States (ICSID Case No. ARB(AF)/04/3)",2004,2010,Mexico,France,"Gemplus, S.A., SLP, S.A., and Gemplus Industrial S.A. de C.V.",Concession agreement to operate the National Registry of Motor Vehicles,ICSID AF,France-Mexico BIT,In favour of the investor,100000000,unknownValue,6350000,USD,V.V. VEEDER,YES,L. Yves FORTIER,YES,Eduardo MAGALLÓN GÓMEZ,YES,"The claimants are subsidiaries of Gemalto, the world’s leader in digital security. Gemalto is seeking compensation for Mexico’s alleged destruction of Gemalto’s investment in the first private nationwide motor vehicle registration system. This project became a hot political issue during the 2000 presidential election campaign and has been front-page news in Mexico and throughout Latin America. An award is expected any time in 2009.",unknownValue
UNC150,ABN Amro N.V. v. India,2004,2005,India,Netherlands,ABN Amro N.V.,power plant,UNCITRAL,India-Netherlands BIT,Settled,42800000,USD,unknownValue,unknownValue,Data not available,Yes,"Schreuer, C. H.",Data not available,"Greenwood, C.",Data not available,"One of the many disputes flowing from the massive but mothballed Dabhol power project in Mumbai. Seven of the foreign lenders to the project are suing India for violating the BITs it signed with each bank’s headquarters nation. In the banks’ view, political interference made it impossible for the Dabhol project sponsors to repay their loans. Together the claims are worth hundreds of millions of dollars.",None
UNC098,EnCana Corporation v. Ecuador (LCIA Case No. UN3481),2003,2006,Ecuador,Canada,EnCana Corporation,oil,UNCITRAL,Canada-Ecuador BIT,In favour of the State,DU,unknownValue,NA,DU,James Crawford,YES,Horacio Grigera Naón,YES,J. Christopher Thomas,YES,unknownValue,http://www.italaw.com/cases/393
UNC152,ANZEF Ltd. v. India,2004,2005,India,United Kingdom,ANZEF Ltd.,power plant,UNCITRAL,India-United Kingdom BIT,Settled,unknownValue,unknownValue,DU,DU,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,"One of the many disputes flowing from the massive but mothballed Dabhol power project in Mumbai. Seven of the foreign lenders to the project are suing India for violating the BITs it signed with each bank’s headquarters nation. In the banks’ view, political interference made it impossible for the Dabhol project sponsors to repay their loans. Together the claims are worth hundreds of millions of dollars.",unknownValue
UNC153,Standard Chartered Bank v. India,2004,2005,India,United Kingdom,Standard Chartered Bank,power plant,UNCITRAL,India-United Kingdom BIT,Settled,unknownValue,unknownValue,DU,DU,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,"One of the many disputes flowing from the massive but mothballed Dabhol power project in Mumbai. Seven of the foreign lenders to the project are suing India for violating the BITs it signed with each bank’s headquarters nation. In the banks’ view, political interference made it impossible for the Dabhol project sponsors to repay their loans. Together the claims are worth hundreds of millions of dollars.",unknownValue
UNC095,Fireman's Fund Insurance Company v. The United Mexican States (ICSID Case No. ARB(AF)/02/1),2002,2006,Mexico,USA,Fireman's Fund Insurance Company,Debt instruments,ICSID AF,NAFTA,In favour of the State,unknownValue,unknownValue,NA,DU,Albert Jan VAN DEN BERG,YES,Andreas F. LOWENFELD,YES,Alberto Guillermo SAAVEDRA OLAVARRIETA,YES,unknownValue,unknownValue
UNC094,IBM World Trade Corp. v. Ecuador (ICSID Case No. ARB/02/10),2002,2004,Ecuador,USA,IBM World Trade Corp.,Informatic services contract,ICSID,Ecuador-United States BIT,Settled,unknownValue,unknownValue,DU,DU,Rodrigo JIJÓN LETORT,YES,Alejandro PONCE MARTÍNEZ,YES,León ROLDÓS AGUILERA,YES,unknownValue,unknownValue
UNC097,"Ahmonseto, Inc. and others v. Arab Egypt (ICSID Case No. ARB/02/15)",2002,2007,Egypt,USA,"Ahmonseto, Inc. and others",Textile enterprise,ICSID,Egypt-United States BIT,In favour of the State,100000000,unknownValue,NA,NA,Pierre TERCIER,YES,Ibrahim FADLALLAH,YES,Alain VIANDIER,YES,"A family-owned California business alleged that its Egyptian textile investments were unfairly treated and expropriated by the state in violation of the USA–Egypt BIT. However, in June 2007, arbitrators rejected all claims for breach of the USA–Egypt BIT. The award is currently being reviewed by an ICSID annulment committee, a limited form of post-review process provided under ICSID rules.",unknownValue
UNC096,Salini Costruttori S.p.A. and Italstrade S.p.A. v. Hashemite Kingdom of Jordan (ICSID Case No. ARB/02/13),2002,2006,Jordan,Italy,Salini Costruttori S.p.A. and Italstrade S.p.A.,Dam construction project,ICSID,Italy-Jordan BIT,In favour of the State,unknownValue,unknownValue,NA,DU,Gilbert GUILLAUME,YES,Bernardo M. CREMADES,YES,Ian SINCLAIR,YES,unknownValue,unknownValue
UNC158,"Talsud, S.A. v. United Mexican States (ICSID Case No. ARB(AF)/04/4)",2004,2010,Mexico,Argentina,"Talsud, S.A.",Concession agreement to operate the National Registry of Motor Vehicles,ICSID AF,Argentina-Mexico BIT,In favour of the investor,100000000,unknownValue,9160000,USD,V.V. VEEDER,YES,L. Yves FORTIER,YES,Eduardo MAGALLÓN GÓMEZ,YES,"Talsud, S.A. alleges that Mexico destroyed its investment in Mexico’s first private nationwide motor vehicle registration system. (See the Gemplus case, above, for more on the dispute.) An award is expected any time in 2009.",unknownValue
UNC159,Telenor Mobile Communications AS v. Hungary (ICSID Case No. ARB/04/15),2004,2006,Hungary,Norway,Telenor Mobile Communications AS,Telecommunications concession,ICSID,Hungary-Norway BIT,In favour of the State,unknownValue,unknownValue,NA,DU,Royston GOODE,YES,Nicholas W. ALLARD,YES,Arthur L. MARRIOTT,YES,unknownValue,unknownValue
UNC093,"LG&E Energy Corp., LG&E Capital Corp. and LG&E International Inc. v. Argentine Republic (ICSID Case No. ARB/02/1)",2002,2007,Argentina,USA,"LG&E Energy Corp., LG&E Capital Corp. and LG&E International Inc.",Gas distribution enterprise,ICSID,Argentina-United States BIT,In favour of the investor,268000000,unknownValue,57400000,unknownValue,Tatiana BOGDANOWSKY DE MAEKELT,YES,Francisco REZEK,YES,Albert Jan VAN DEN BERG,YES,"LG&E is one of several USA investors to be awarded compensation from Argentina following losses occasioned by that country’s response to an earlier financial crisis. However, in contrast with several other cases, here arbitrators nodded to the gravity of Argentina’s plight by excusing the Argentine government for breaching the USA–Argentina bilateral investment treaty during the 17-month peak of the crisis. The award is currently being challenged in an annulment proceeding, a limited review process provided under ICSID rules in lieu of challenges in domestic courts.",unknownValue
UNC092,International Thunderbird Gaming Corporation v. The United Mexican States,2002,2006,Mexico,Canada,International Thunderbird Gaming Corporation,Gaming industry,UNCITRAL,NAFTA,In favour of the State,DU,USD,NA,DU,Albert Jan van den Berg,YES,Thomas Wälde,YES,Agustín Portal Ariosa,YES,unknownValue,http://www.italaw.com/cases/571
UNC396,RSM Production Corporation and others v. Grenada (ICSID Case No. ARB/10/6),2010,2010,Grenada,USA,RSM Production Corporation and others,Oil exploration contract,ICSID,Grenada-US BIT,In favour of the State,500000000,unknownValue,NA,DU,J. William ROWLEY,YES,Edward NOTTINGHAM,YES,Pierre TERCIER,YES,unknownValue,unknownValue
UNC397,ST-AD GmbH v. The Bulgaria (PCA Case No. 2011-06),2010,2013,Bulgaria,Germany,ST-AD GmbH,unknownValue,UNCITRAL,Bulgaria-Germany BIT,In favour of the State,100000000,unknownValue,NA,DU,Brigitte Stern,Yes,Bohuslav Klein,Yes,Christopher Thomas,Yes,Expropriation of land and factory,http://www.italaw.com/cases/2447
UNC394,"Universal Compression International Holdings, S.L.U. v. Venezuela (ICSID Case No. ARB/10/9)",2010,unknownValue,Venezuela,Spain,"Universal Compression International Holdings, S.L.U.",Oil and gas enterprise,ICSID,Spain-Venezuela BIT,Settled,1159000000,unknownValue,DU,DU,J. William ROWLEY,YES,Brigitte STERN,YES,Guido Santiago TAWIL,YES,"A subsidiary of Houston’s Exterran Holdings Inc. sued under the Spain-Venezuela investment treaty over Venezuela’s 2009 nationalization of its gas compression business. A month after the five-day trial held in July 2012, Venezuela settled for $442 million. Venezuela paid an additional $112 million to Exterran in March 2012, to settle the ICSID claim brought over the seizure of its WilPro joint ventures with The Williams Cos. Inc.",unknownValue
UNC395,Convial Callao S.A. and CCI - Compañía de Concesiones de Infraestructura S.A. v. Peru (ICSID Case No. ARB/10/2),2010,2013,Peru,Argentina,Convial Callao S.A. and CCI - Compañía de Concesiones de Infraestructura S.A.,Highway construction project,ICSID,Argentina-Peru BIT,In favour of the State,110000000,unknownValue,NA,NA,Yves DERAINS,YES,Eduardo ZULETA,YES,Brigitte STERN,YES,unknownValue,unknownValue
UNC392,Luigiterzo Bosca v. Lithuania,2010,2013,Lithuania,Italy,Luigiterzo Bosca,alcohol production,UNCITRAL,Italy-Lithuania BIT,Neither the investor nor the State (liability found but no damages awarded),270000000,unknownValue,nihil,USD,Marc Lalonde,Yes,Brigitte Stern,Yes,Daniel Price,Yes,unknownValue,http://www.italaw.com/cases/2076
UNC393,"Tidewater Investment SRL and Tidewater Caribe, C.A. v. Venezuela (ICSID Case No. ARB/10/5)",2010,2015,Venezuela,Barbados,"Tidewater Investment SRL and Tidewater Caribe, C.A.",Maritime-support services,ICSID,Barbados-Venezuela BIT,In favour of the investor,200000000,unknownValue,60015617.21,USD,Campbell Alan McLACHLAN,YES,Andrés RIGO SUREDA,YES,Brigitte STERN,YES,unknownValue,unknownValue
UNC390,David Minnotte and Robert Lewis v. Poland (ICSID Case No. ARB(AF)/10/1),2010,2014,Poland,USA,David Minnotte and Robert Lewis,Blood treatment and processing facilities,ICSID,Poland-US BIT,In favour of the State,unknownValue,unknownValue,NA,DU,Vaughan LOWE,YES,Maurice MENDELSON,YES,Eduardo SILVA ROMERO,YES,unknownValue,unknownValue
UNC258,Shell Nigeria Ultra Deep Limited v. Federal Nigeria (ICSID Case No. ARB/07/18),2007,2011,Nigeria,Netherlands,Shell Nigeria Ultra Deep Limited,Hydrocarbon concession,ICSID,Netherlands-Nigeria BIT,Discontinued (for unknown reasons or reasons other than settlement),1800000000,USD,unknownValue,unknownValue,Juan FERNÁNDEZ-ARMESTO,YES,Hamid G. GHARAVI,YES,William W. PARK,YES,"Shell claimed that the Nigerian government breached the protections of the Nigeria-Netherlands BIT when the government ordered thatShell lose its rights under a production-sharing contract between Shell Nigeria and Nigeria's state petroleum company (NNPC)  and be replaced by Malabu Oil & Gas Limited, which is allegedly controlled by a former petroleum minister. The case was discontinued in August 2011, when Nigeria agreed to allocate the oil block to a joint venture of Shell and ENI for a payment of about $1.1 billion. According to Africa Today, the companies stated that their agreement was only with the government, but Nigeria's attorney general stated that the money was paid to Malabu with Nigeria acting as an obligor, prompting a protest by the transparency NGO Global Witness.",None
UNC257,SGS Société Générale de Surveillance S.A. v. Paraguay (ICSID Case No. ARB/07/29),2007,2012,Paraguay,Switzerland,SGS Société Générale de Surveillance S.A.,Service agreement,ICSID,Switzerland-Paraguay BIT,In favour of the investor,unknownValue,unknownValue,64000000,USD,Stanimir A. ALEXANDROV,YES,Donald DONOVAN,YES,Pablo GARCÍA MEXÍA,YES,unknownValue,unknownValue
UNC256,Tza Yap Shum v. Peru (ICSID Case No. ARB/07/6),2007,2011,Peru,China,Tza Yap Shum,Fish flour production enterprise,ICSID,China-Peru BIT,In favour of the investor,unknownValue,unknownValue,1010000,USD,Judd L. KESSLER,YES,Hernando OTERO,YES,Juan FERNÁNDEZ-ARMESTO,YES,unknownValue,unknownValue
UNC255,"TCW Group, Inc. and Dominican Energy Holdings, L.P. v. The Dominican Republic",2007,2009,Dominican Republic,USA,"TCW Group, Inc. and Dominican Energy Holdings, L.P.",Electricity distribution,UNCITRAL,CAFTA,Settled,680000000,unknownValue,DU,DU,Karl-Heinz Boeckstiegel,unknownValue,Mark Kantor,Yes,Juan Fernandez-Armesto,Yes,TCW and Dominican Energy Holdings are owned by the French bank Société Générale (which is pursuing a parallel BIT claim against the Dominican Republic in relation to the same disputed electricity investments). TCW alleges that many of the same actions at issue in the SocGen arbitration (see above) also led to breach of the Central American Free Trade Agreement (CAFTA).,http://www.italaw.com/cases/1074
UNC254,Venezuela Holdings B.V. and others v. Venezuela (ICSID Case No. ARB/07/27),2007,2014,Venezuela,Bahamas/USA/Netherlands,Venezuela Holdings B.V. and others,Oil and gas enterprise,ICSID,Netherlands-Venezuela BIT,In favour of the investor,14679000000,USD,2066580000,USD,Gilbert GUILLAUME,YES,Ahmed Sadek EL-KOSHERI,YES,Gabrielle KAUFMANN-KOHLER,YES,"Claims alleging expropriation and violation of fair and equitable treatment under the Venezuela–Netherlands BIT with respect to two joint venture projects in Venezuela’s heavy crude sector, resulting from governmental fiscal measures and restructuring of the petroleum industry. In June 2010 the tribunal asserted jurisdiction under the Dutch treaty, but accepted Venezuela’s argument that its domestic investment law does not contain a consent to ICSID jurisdiction. This led to a dismissal of all claims relating to measures that occurred before Mobil established a Dutch holding company in 2006, resulting in a reduction of potential damages. Hearings on the merits are scheduled for February 2012. A parallel contract arbitration has been filed against Venezuela’s state oil company.",http://www.italaw.com/cases/713
UNC253,TS Investment Corp v. Armenia,2007,2011,Armenia,USA,TS Investment Corp,unknownValue,LCIA,United States-Armenia BIT,In favour of the State,100000000,unknownValue,NA,NA,Audley Sheppard,unknownValue,Zachary Douglas,unknownValue,Rolf Knieper,unknownValue,"A USA firm alleges that Armenia has harmed its investments in a tire factory, contrary to protections owed under the USA–Armenia BIT. Details of the case are scarce as it is being arbitrated at the more opaque London Court of International Arbitration facility.",http://www.italaw.com/cases/1122
UNC252,"Laskaridis Shipping Co LTD, Lavinia Corporation, A K Laskaridis and P K Laskaridis v. Ukraine",2007,2012,Ukraine,Greece,"Laskaridis Shipping Co LTD, Lavinia Corporation, A K Laskaridis and P K Laskaridis",unknownValue,UNCITRAL,Greece-Ukraine BIT,Settled,100000000,unknownValue,DU,DU,L. Yves Fortier,Yes,Robert Dossou,Yes,David Williams,Yes,"A Greek shipping firm contracted for the purchase of a series of vessels from a Polish shipyard. While some ships were produced, the shipyard fell into financial difficulties. The Laskaridis company alleges that it prepaid for one vessel that was never delivered. The company hopes to hold the United Kingdomrainian state liable for its losses under the Greece–United Kingdom BIT. United Kingdom has disclosed little about the case.",http://www.italaw.com/cases/1547
UNC251,"Société Générale in respect of DR Energy Holdings Limited and Empresa Distribuidora de Electricidad del Este, S.A. v. The Dominican Republic",2007,2008,Dominican Republic,France,"Société Générale in respect of DR Energy Holdings Limited and Empresa Distribuidora de Electricidad del Este, S.A.",Electricity investment,UNCITRAL,Dominican Republic-France BIT,Settled,680000000,unknownValue,DU,DU,Francisco Orrego-Vacuna,Yes,Doak Bishop,unknownValue,Bernardo Cremades,unknownValue,"SocGen owns one of three electricity distribution companies, Ede Este, in the Dominican Republic. Following a banking crisis that ravaged the government balance-sheet earlier this decade, the Dominican government struggled to subsidize electricity for low-income households. SocGen and the government trade accusations over responsibility for electrical black-outs and failure of many households to pay their bills.",http://www.italaw.com/cases/1039
UNC399,"Guaracachi America, Inc. and Rurelec PLC v. The Plurinational State of Bolivia (PCA Case No. 2011-17)",2010,unknownValue,Bolivia,United Kingdom/USA,"Guaracachi America, Inc. and Rurelec PLC",unknownValue,UNCITRAL,Bolivia-United Kingdom BIT; Bolivia-United Sates BIT,In favour of the investor,140000000,unknownValue,36000000,USD,J M Júdice,unknownValue,Manuel Conthe,unknownValue,Raul Vinuesa,unknownValue,unknownValue,unknownValue
UNC322,Malicorp Limited v. Arab Egypt (ICSID Case No. ARB/08/18),2008,2011,Egypt,United Kingdom,Malicorp Limited,Airport construction project,ICSID,United Kingdom-Egypt BIT,In favour of the State,unknownValue,unknownValue,NA,DU,Pierre TERCIER,YES,Luiz Olavo BAPTISTA,YES,Pierre-Yves TSCHANZ,YES,unknownValue,unknownValue
UNC020,"S.D. Myers, Inc. v. Government of Canada",1998,2002,Canada,USA,"S.D. Myers, Inc.",PCB waste,UNCITRAL,NAFTA,In favour of the investor,unknownValue,unknownValue,8290000,USD,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue
UNC021,Lutz Ingo Schaper v. Poland,1998,unknownValue,Poland,Germany,Lutz Ingo Schaper,waste paper enterprise,UNCITRAL,Germany-Poland BIT,Data not available,3000000,USD,DU,DU,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,http://www.italaw.com/documents/investment_investsd_jan5_2004_000.pdf
UNC022,Víctor Pey Casado and President Allende Foundation v. Chile (ICSID Case No. ARB/98/2),1998,2008,Chile,Spain,Víctor Pey Casado and President Allende Foundation,Publishing enterprise,ICSID,Chile-Spain BIT,In favour of the investor,797000000,unknownValue,14000000,USD,Pierre LALIVE,YES,Mohammed CHEMLOUL,YES,Emmanuel GAILLARD,YES,"In 2008 Pey, a friend and ally of former Chilean president Salvador Allende, was awarded $10 million in compensation in a dispute over a newspaper that was shuttered during the 1970s coup that brought General Augusto Pinochet to power. Arbitrators ruled that Chile treated other shareholders in a more favorable manner than they treated Pey, and that Chilean courts took too long to resolve Mr. Pey’s grievances—leading to breaches of the Spain-Chile bilateral investment treaty.",unknownValue
UNC023,Compagnie Minière Internationale Or S.A. v. Peru (ICSID Case No. ARB/98/6),1998,2001,Peru,France,Compagnie Minière Internationale Or S.A.,"Oil, Gas & Mining",ICSID,France-Peru BIT,Settled,DU,unknownValue,DU,DU,Ian BROWNLIE,YES,Henri C. ÁLVAREZ,YES,Keith HIGHET,YES,unknownValue,unknownValue
UNC024,"Loewen Group, Inc. and Raymond L. Loewen v. USA (ICSID Case No. ARB(AF)/98/3)",1998,2003,USA,Canada,"Loewen Group, Inc. and Raymond L. Loewen",Funeral home and insurance enterprises,ICSID AF,NAFTA,In favour of the State,unknownValue,unknownValue,NA,DU,Anthony MASON,YES,Abner J. MIKVA,YES,Michael MUSTILL,YES,"Claimants, a Canadian funeral home chain and its founder, wish to be compensated by the U.S. for the consequences of a runaway Mississippi jury verdict, in a case arising out of a small dispute with a local funeral home.",unknownValue
UNC025,Eudoro Armando Olguín v. Paraguay (ICSID Case No. ARB/98/5),1998,2001,Paraguay,Peru,Eudoro Armando Olguín,Food products enterprise,ICSID,Paraguay-Peru BIT,In favour of the State,unknownValue,unknownValue,NA,DU,Rodrigo OREAMUNO,YES,Eduardo A. MAYORA,YES,Francisco REZEK,YES,unknownValue,unknownValue
UNC026,"Waste Management, Inc. v. United Mexican States (ICSID Case No. ARB(AF)/98/2) (I)",1998,2004,Mexico,USA,"Waste Management, Inc.",Waste disposal enterprise,ICSID,NAFTA,In favour of the State,unknownValue,unknownValue,NA,DU,James R. CRAWFORD,YES,Eduardo MAGALLÓN GÓMEZ,YES,Benjamin R. CIVILETTI,YES,unknownValue,unknownValue
UNC027,"Houston Industries Energy, Inc. and others v. Argentine Republic (ICSID Case No. ARB/98/1)",1998,1998,Argentina,USA,"Houston Industries Energy, Inc. and others",Electric Power & Other Energy,ICSID,Argentina-United States BIT,Data not available,DU,unknownValue,DU,DU,Piero BERNARDINI,YES,Santiago TORRES BERNÁRDEZ,YES,Albert Jan VAN DEN BERG,YES,unknownValue,unknownValue
UNC028,Joseph Charles Lemire v. Ukraine (ICSID Case No. ARB(AF)/98/1),1998,2000,Ukraine,USA,Joseph Charles Lemire,Radio broadcasting enterprise,ICSID AF,Ukraine-United States BIT,Settled,100000000,unknownValue,DU,DU,Elihu LAUTERPACHT,YES,Jan PAULSSON,YES,Jürgen VOSS,YES,unknownValue,unknownValue
UNC029,Wena Hotels Ltd. v. Arab Egypt (ICSID Case No. ARB/98/4),1998,2000,Egypt,United Kingdom,Wena Hotels Ltd.,Hotel lease and development agreements,ICSID,Egypt-United Kingdom BIT,In favour of the investor,unknownValue,unknownValue,19000000,USD,Monroe LEIGH,YES,Ibrahim FADLALLAH,YES,Don WALLACE Jr.,YES,unknownValue,unknownValue
