ID,FISCAL YEAR,AMOUNT IN CONTROVERSY,amountSought,DISPUTE,Claimant name,Claimant country,Respondent State,CLAIMANT COUNSEL,RESPONDENTSCOUNSEL,ARBITRAL INST SITE,ARBITRATORS,Arbitrator1,Arbitrator1President,Arbitrator2,Arbitrator3,description,SOURCE,TYPE
UNC221,2009,$630 million,630000000,Oxus Gold plc v. The Kyrgyz Republic,Oxus Gold plc,United Kingdom,Kyrgyz Republic,Clifford Chance,Salans,Ad hoc (UNCITRAL)/Geneva,"Francisco Orrego Vicuña, Charles Brower, Pierre-Marie Dupuy",Francisco Orrego Vicuña,,Charles Brower,Pierre-Marie Dupuy,"United Kingdom gold company Oxus opted for arbitration in 2006, complaining that government officials illegally revoked an operating permit for the Jerooy gold project. Government officials countered that Oxus was not living up to the terms of its contract. The case settled in mid-2008, some months after an unpublished jurisdictional ruling paved the way for arbitrators to examine the merits of Oxus’s claim.",,TREATY
UNC224,2009,$150 million,150000000,"Phoenix Action, Ltd. v. Czech Republic","Phoenix Action, Ltd.",Israel,Czech Republic,Covington & Burling,"Squire, Sanders & Dempsey",ICSID/Paris,"Brigitte Stern, Andreas Bucher, Juan Fernández-Armesto",Brigitte Stern,,Andreas Bucher,Juan Fernández-Armesto,"The much-beleagured Czech Republic—which faces a large number of treaty-based arbitrations—enjoyed a rare victory when an ICSID tribunal threw out a claim brought by an Israeli firm. The ICSID arbitrators held that the owner of Phoenix Action had rejigged the ownership structure of two Czech companies so that they might be protected by the Israel–Czech Republic BIT. However, this restructuring came amidst various disputes with Czech authorities, leading arbitrators to conclude that the changes were not made “for the purpose of engaging in economic activity, but for the sole purpose of bringing international litigation against the Czech Republic.”",,TREATY
UNC225,2009,$700 million,700000000,Vivendi and Compania de Aguas del Aconquija S.A. v. Argentina,Vivendi and Compania de Aguas del Aconquija S.A.,France,Argentina,Sidley Austin,Attorney general of Argentina,"ICSID/Washington, D.C.","J. William Rowley, Gabrielle Kaufmann-Kohler, Carlos Bernal Verea",J. William Rowley,,Gabrielle Kaufmann-Kohler,Carlos Bernal Verea,"This Argentine water utility case predates the peso crisis. Vivendi netted a $105 million (USA) award in 2007 when arbitrators found that provincial authorities failed to live up to various contractual obligations and publicly demonized the foreign water concessionaires. Argentina is now challenging the award. While that process plays out, the review panel has refused to stay enforcement of the award, citing concerns that Argentina will not honor any final award in a prompt manner.",,TREATY
UNC227,2009,$350 million,350000000,Azpetrol International Holdings B.V.; Azpetrol Group B.V. and Azpetrol Oil Services Group B.V. v. The Azerbaijan,Azpetrol International Holdings B.V.; Azpetrol Group B.V. and Azpetrol Oil Services Group B.V.,Netherlands,Azerbaijan,McDermott Will & Emery,Allen & Overy,ICSID/London,"Florentino Feliciano, Christopher Greenwood, Charles Brower",Florentino Feliciano,,Christopher Greenwood,Charles Brower,"Another claim to emerge following a government campaign against former minister of the economy Farhad Aliyev, whom Azerbaijan accuses of plotting a coup d’etat financed with privatized state assets. Two other claims, by Barmek and Fondel, were lodged against Azerbaijan around the same time. Azpetrol claims that it was stripped of investments in a prominent gasoline-retailing and oil transport company in Azerbaijan, and that this breached the Energy Charter Treaty. In August 2008 Azerbaijan asked arbitrators to pull the plug on the Azpetrol claim, on the basis that a key witness for the company admitted in oral hearings to the payment of a bribe. At press time the claim remained pending.",,TREATY
UNC228,2009,$150 million,150000000,The Rompetrol Group NV v. Romania,The Rompetrol Group NV,Netherlands,Romania,Salans; Jeffrey Hertzfeld,"Lalive Law Firm; Tanasescu, Leaua, Cadar & Associati",ICSID/Paris,"Franklin Berman, Marc Lalonde, Donald Donovan",Franklin Berman,,Marc Lalonde,Donald Donovan,"The claimant, a Dutch company, turned to arbitration in 2006 in an effort to challenge an investigation by Romania’s Anti-Corruption Office into the company’s earlier acquisition of one of Romania’s largest oil refineries. The parties differ as to whether the investigation is bona fide or politically motivated. In May 2008, arbitrators upheld jurisdiction over the case—notwithstanding the fact that Romanian interests lie behind the Dutch claimant.",,TREATY
UNC229,2009,$4.75 billion,4750000000,Cementownia Nowa Huta S.A. and Polska Energetyka Holding S.A. v. Turkey,Cementownia Nowa Huta S.A. and Polska Energetyka Holding S.A.,Poland,Turkey,formerly Bernard Hanotiau and Alexandra De Roose (withdrew in 2008); claimant currently unrepresented,Baker & McKenzie,Ad hoc (UNCITRAL)/The Hague,"David Williams, Charles Brower, Pierre Mayer",David Williams,,Charles Brower,Pierre Mayer,"This pair of UNCITRAL–based arbitration claims under the Poland–Turkey BIT arise out of Turkey’s struggle with the Uzan business empire. The claimants allege expropriation of their stakes in various Turkish companies. Turkey counters that it was investigating the largest banking fraud in the country’s history, and that authorities were seeking recovery of embezzled funds when they undertook the measures that claimants allege were expropriatory.",,TREATY
UNC231,2009,$100 million,100000000,"Tecnicas Reunidas, S.A. y Eurocontrol, S.A. v. Republica del Ecuador","Tecnicas Reunidas, S.A. y Eurocontrol, S.A.",Spain,Ecuador,Fulbright & Jaworski,The state attorney general of Ecuador,"ICSID/Washington, D.C.","Jose-Maria Abascal, Rodrigo Oreamuno, third arbitrator not selected prior to discontinuation",Jose-Maria Abascal,,Rodrigo Oreamuno,third arbitrator not selected prior to discontinuation,"The Spanish firms alleged that Ecuador failed to abide by its international obligations in the enlargement of the nation’s largest oil refinery, known as Esmeraldas. The parties reached a settlement in 2008.",,TREATY
UNC237,2009,$500 million,500000000,Barmek Holdings AS v. Azerbaijan,Barmek Holdings AS,Turkey,Azerbaijan,Lovells; Yazici Law Offices,Latham & Watkins,ICSID/Paris,"Vaughan Lowe (president), Peter Galbraith, Brigitte Stern",Vaughan Lowe,yes,Peter Galbraith,Brigitte Stern,"Barmek alleges that Azerbaijan seized Barmek’s two electricity concessions as part of a campaign against former minister of the economy Farhad Aliyev, whom Azerbaijan accuses of plotting a coup d’etat financed with privatized state assets. The first investor to file an ICSID case against Azerbaijan, Barmek was soon followed by Fondel Metal and Azpetrol International.",,TREATY
UNC239,2009,Over $3 billion,3000000000,"Occidental Petroleum Corporation, Occidental Exploration and Production Company v. Ecuador","Occidental Petroleum Corporation, Occidental Exploration and Production Company",USA,Ecuador,Debevoise & Plimpton,"Squire, Sanders & Dempsey","ICSID/Washington, D.C.","L. Yves Fortier, Brigitte Stern, David Williams",L. Yves Fortier,,Brigitte Stern,David Williams,"Will Occidental’s 2004 arbitral triumph in a tax dispute with Ecuador prove to be a Pyrrhic victory? No sooner had that dispute been resolved in the California oil giant’s favor than Ecuador accused the company of having breached Ecuadorian law by handing a stake in its oil concession to a Canadian energy company without government approval. Stripped of its Amazonian concession, Occidental turned to arbitration under the USA–Ecuador BIT alleging expropriation without full compensation.",,TREATY
UNC240,2009,$4 billion,4000000000,Cementownia Nowa Huta S.A. v. Turkey,Cementownia Nowa Huta S.A.,Poland,Turkey,fomerly Mannheimer Swartling (withdrew in 2008); claimant currently unrepresented,Freshfields Bruckhaus Deringer; Cosar AvUnited Kingdomatlik Burosu,ICSID/Paris,"Pierre Tercier (president), Christopher Thomas, Marc Lalonde",Pierre Tercier,yes,Christopher Thomas,Marc Lalonde,"Sometimes it’s easier to get into arbitration than out of it. Cementownia was one of a handful of international claimants to come forward after Turkish authorities seized assets owned by two of Turkey’s largest hydroelectric companies and terminated two long-term electricity concessions held by the companies, CUnited Kingdomurova Elektrik Anonim Sirketi (CEAS) and Kepez Elektrik Turk Anonim Sirketi (Kepez). While the Turkish government considers the companies to be owned by members of the Uzan business empire, several foreign claimants allege that they came into ownership of shares just prior to Turkey’s actions. Turkey has demanded that proof of ownership be tendered to ICSID arbitrators on a preliminary basis, prior to other matters being heard. In mid-2008, Mannheimer Swartling stepped down as counsel to the Polish claimant. Cementownia subsequently said it was willing to withdraw its claim on a “without prejudice” basis. However, Turkey refused and pointed to provisions of the ICSID Additional Facility arbitration rules, which stipulate that both parties to an arbitration must consent to the withdrawal of a claim. Arbitrators in the case will hear Turkey’s jurisdictional objections, and the government is hoping for an award in its favor.",,TREATY
UNC241,2009,Over $200 million,200000000,Nordzucker Aktiengesellschaft v. The Poland,Nordzucker Aktiengesellschaft,Germany,Poland,White & Case,Domanski Zakrzewski Palinka,Ad hoc (UNCITRAL)/Brussels,"Andreas Bucher, Maciej Tomaszewski, Vera Van Houtte (chair)",Vera Van Houtte,yes,Maciej Tomaszewski,Andreas Bucher,"A dispute arising out of Poland’s sugar industry privatization process. Arbitrators have held Poland liable for certain breaches of the Poland–Germany bilateral investment treaty; however, a damages award was still pending at press time.",,TREATY
UNC243,2009,$1.6 billion,1600000000,Chevron Corporation and Texaco Petroleum Company v. Ecuador,Chevron Corporation and Texaco Petroleum Company,USA,Ecuador,King & Spalding,Arnold & Porter; Winston & Strawn,Ad hoc (UNCITRAL)/The Hague,"Karl-Heinz Böckstiegel, Charles Brower, Albert Jan van den Berg",Karl-Heinz Böckstiegel,,Charles Brower,Albert Jan van den Berg,"Ecuador accuses Chevron of filing this claim for denial of justice as part of a broader strategy to undermine faith in Ecuador’s court system, just as those courts prepare to rule on a separate, long-standing multibillion-dollar environmental dispute between the two sides. However, Chevron maintains that this claim arises from a series of torturously long contract disputes which have languished in the Ecuadorian courts—some for well over a decade. In the underlying suits, Texaco alleged that Ecuador violated their 1973 production contract by requiring the company to supply Ecuador with more oil than it needed internally, at below-market prices.",,TREATY
UNC246,2009,$30 billion,30000000000,"ConocoPhillips Company, Petrozuata B.V. and ConocoPhillips Gulf of Paria B.V. v. Venezuela","ConocoPhillips Company, Petrozuata B.V. and ConocoPhillips Gulf of Paria B.V.",USA,Venezuela ,Freshfields Bruckhaus Deringer,"Curtis Mallet-Prevost, Colt & Mosle","ICSID/Washington, D.C.","Kenneth Keith (president), L. Yves Fortier, Ian Brownlie",Kenneth Keith,yes,L. Yves Fortier,Ian Brownlie,"Following Venezuela’s assertion of greater control over its energy sector, ConocoPhillips protested that its investments in a major heavy-crude project were effectively expropriated. In the absence of an investment protection treaty between the United States and Venezuela, Conoco brought claims under a Venezuelan foreign investment statute and Netherlands–Venezuela bilateral investment treaty (BIT). Following a series of claims under the Dutch treaty, Caracas notified the Dutch government in 2008 of its plans to terminate the bilateral treaty.",,TREATY
UNC249,2009,Over $200 million,200000000,Liman Caspian Oil BV and NCL Dutch Investment BV v. Kazakhstan,Liman Caspian Oil BV and NCL Dutch Investment BV,Netherlands,Kazakhstan,Clifford Chance,Reed Smith Richards Butler,"ICSID/Washington, D.C.","Karl-Heinz Bockstiegel (chair), Kaj Hobér, James Crawford",Karl-Heinz Bockstiegel,yes,Kaj Hobér,James Crawford,"The dispute arises out of certain decisions of the Kazakh courts that invalidated the transfer to Liman of an oil exploration and production license for a 6,500-square-kilometer block of water situated within the pre-Caspian basin in Western Kazakhstan. Liman alleges breaches of the Energy Charter Treaty. ",,TREATY
UNC250,2009,Over $540 million,540000000,Trans-Global Petroleum Inc. v. Hashemite Kingdom of Jordan,Trans-Global Petroleum Inc.,USA,Jordan,Steptoe & Johnson; Wiley Rein,White & Case,"ICSID/Washington, D.C.","V. V. Veeder, Donald McRae, James Crawford",V. V. Veeder,,Donald McRae,James Crawford,"Energy exploration firm complained of being marginalized after discovery of oil. A USA firm settled its dispute with the Kingdom of Jordan in May 2009 after having earlier filed for arbitration alleging mistreatment under the USA–Jordan bilateral investment treaty. The terms of the settlement have not been published, although the USA firm is understood to retain a stake in the oil venture in question.",,TREATY
UNC251,2009,$680 million,680000000,Société Générale v. The Dominican Republic,Société Générale,France,Dominican Republic,"Paul, Hastings, Janofsky & Walker",Simpson Thacher & Bartlett,Ad hoc (UNCITRAL)/New York,"Francisco Orrego Vicuña, Doak Bishop, Bernardo Cremades",Francisco Orrego Vicuña,,Doak Bishop,Bernardo Cremades,"SocGen owns one of three electricity distribution companies, Ede Este, in the Dominican Republic. Following a banking crisis that ravaged the government balance-sheet earlier this decade, the Dominican government struggled to subsidize electricity for low-income households. SocGen and the government trade accusations over responsibility for electrical black-outs and failure of many households to pay their bills.",,TREATY
UNC252,2009,Over $100 million,100000000,Laskaridis Shipping v. The State of United Kingdom,Laskaridis Shipping,Greece,United Kingdom,Sach Solicitors,Latham & Watkins,Ad hoc (UNCITRAL)/Paris,"L. Yves Fortier, Robert Dossou, David Williams",L. Yves Fortier,,Robert Dossou,David Williams,"A Greek shipping firm contracted for the purchase of a series of vessels from a Polish shipyard. While some ships were produced, the shipyard fell into financial difficulties. The Laskaridis company alleges that it prepaid for one vessel that was never delivered. The company hopes to hold the United Kingdomrainian state liable for its losses under the Greece–United Kingdom BIT. United Kingdom has disclosed little about the case.",,TREATY
UNC253,2009,Over $100 million (including $120 million counterclaim),100000000,TS Investment Corp. v. The Government of the Armenia,TS Investment Corp.,USA,Armenia,Vinson & Elkins,"Manatt, Phelps & Phillips",LCIA/London,"Audley Sheppard, Zachary Douglas, Rolf Knieper",Audley Sheppard,,Zachary Douglas,Rolf Knieper,"A USA firm alleges that Armenia has harmed its investments in a tire factory, contrary to protections owed under the USA–Armenia BIT. Details of the case are scarce as it is being arbitrated at the more opaque London Court of International Arbitration facility.",,TREATY
UNC254,2009,Over $6 billion,6000000000,"Mobil Corporation, Venezuela Holdings B.V., Mobil Cerro Negro Holding, Ltd and Mobil Venezolana de Petroleos Holding, Inc. v. Venezuela","Mobil Corporation, Venezuela Holdings B.V., Mobil Cerro Negro Holding, Ltd and Mobil Venezolana de Petroleos Holding, Inc.",USA,Venezuela,Covington & Burling,"Curtis, Mallet-Prevost, Colt & Mosle","ICSID/Washington, D.C.","Gilbert Guillaume, Gabrielle Kaufmann-Kohler, Ahmed El-Kosheri",Gilbert Guillaume,,Gabrielle Kaufmann-Kohler,Ahmed El-Kosheri,"With the ConocoPhillips claim listed above, this case is one of the two major arbitrations brought by USA investors claiming expropriation of a stake in Venezuela’s heavy-crude sector. Exxon-Mobil alleges breach of Venezuela’s domestic investment statute, as well as Netherlands–Venezuela BIT. Venezuela raised certain jurisdictional objections in January 2009. A companion claim is being pursued by Exxon-Mobil under its contract with state-owned Petroleos de Venezuela",,TREATY
UNC255,2009,$680 million,680000000,"TCW Group, Inc and Dominican Energy Holdings, L.P. v. Dominican Republic","TCW Group, Inc and Dominican Energy Holdings, L.P.",USA,Dominican Republic,"Paul, Hastings, Janofsky & Walker",Simpson Thacher & Bartlett,Ad hoc (UNCITRAL)/New York,"Karl-Heinz Böckstiegel, Juan Fernández-Armesto, Mark Kantor",Karl-Heinz Böckstiegel,,Juan Fernández-Armesto,Mark Kantor,TCW and Dominican Energy Holdings are owned by the French bank Société Générale (which is pursuing a parallel BIT claim against the Dominican Republic in relation to the same disputed electricity investments). TCW alleges that many of the same actions at issue in the SocGen arbitration (see above) also led to breach of the Central American Free Trade Agreement (CAFTA).,,TREATY
UNC258,2009,Over $500 million,500000000,Shell Nigeria Ultra Deep v. Nigeria,Shell Nigeria Ultra Deep,Nigeria,Nigeria,Clifford Chance,Alegeh & Co.,"ICSID/Washington, D.C.","William Park, Hamid Gharavi, Nabil El Araby (chair)",Nabil El Araby,yes,Hamid Gharavi,William Park,"Shell claims that the Nigerian government breached the terms of a production-sharing contract between Shell Nigeria and Nigeria’s state petroleum company (NNPC), when the government ordered that NNPC’s portion of the venture be handed over to a private company. Shell alleges that this breached not only the terms of its production sharing contract for an ultra-deep-water area, but also the protections of the Nigeria–Netherlands bilateral investment treaty.",,TREATY
UNC259,2009,Over $10 billion,10000000000,Renta 4 SVSA v. The Russian Federation,Renta 4 SVSA,Spain,Russia,Covington & Burling,Baker Botts,Stockholm Chamber of Commerce/Stockholm,"Jan Paulsson, Charles Brower, Toby Landau",Jan Paulsson,,Charles Brower,Toby Landau,"Another Yukos-related claim against Russia, this one mounted by seven Spanish investment funds who allege breach of the Spain–Russia BIT. While the claimants owned a tiny stake in the Yukos company, several parties familiar with this claim insist that it is a test case for foreign shareholders who allege losses of up to $10 billion in the Yukos affair. In March 2009 arbitrators ruled that a narrow arbitration provision contained in the Spain-Russia treaty did not preclude them from assessing whether Russia committed an expropriation. With this jurisdictional obstacle removed, it remains to be seen whether foreign shareholders in other jurisdictions will file copycat claims.",,TREATY
UNC260,2009,$180 million,180000000,Gustav FW Hamester Gmbh & KG v. Government of the Ghana,Gustav FW Hamester Gmbh & KG,Germany,Ghana,AFA La; Andrew Goddard,Dewey & LeBoeuf,ICSID/London,"Brigitte Stern, Bernardo Cremades, Toby Landau",Brigitte Stern,,Bernardo Cremades,Toby Landau,"Hamester complains that the Ghana Cocoa Board (GCB) refused to supply cocoa at a pre-agreed price to a joint venture between Hamester and GCB. The German firm also complains that its management of the joint venture was affected by actions that can be attributed to the Ghanaian state. Ghana has raised jurisdictional objections to the case, as well as a defence on the merits. Hearings will take place in summer 2009.",,TREATY
UNC261,2009,$3.8 billion,3800000000,Europe Cement Investment and Trade S.A. v. Turkey,Europe Cement Investment and Trade S.A.,Poland,Turkey,fomerly Mannheimer Swartling (withdrew in 2008); claimant currently unrepresented,Freshfields Bruckhaus Deringer; Cosar AvUnited Kingdomatlik Burosu,"ICSID/Washington, D.C.","Donald McRae (president), Julian Lew, Laurent Levy",Donald McRae,yes,Julian Lew,Laurent Levy,"This case mirrors the Cementownia case pending at ICSID, but is being heard by a separate panel of arbitrators. Arbitrators consented to a Turkish demand that the Polish company produce evidence that it owns shares in a pair of Turkish hydroelectric companies. After counsel for the claimant withdrew in mid-2008, Europe Cement sought to withdraw its claim. However, Turkey has balked and insists that the jurisdictional issues be given a thorough airing.",,TREATY
UNC262,2009,$19 billion,19000000000,Saba Fakes (Jordan/Netherlands) v. Turkey,Saba Fakes,Jordan/Netherlands,Turkey,Houthoff Buruma,Derains Gharavi & Lazareff; formerly Salans,ICSID/Paris,"Emmanuel Gaillard, Hans van Houtte, Laurent Levy",Emmanuel Gaillard,,Hans van Houtte,Laurent Levy,"One of a series of arbitrations filed against the Turkey in the aftermath of criminal and fraud allegations levied against members of the Uzan business empire. Fakes, a Jordanian-Dutch binational, claims to have acquired a majority holding in Telsim, a Turkish telecom operator, one day before the company was seized by Turkish authorities. Turkey has questioned Fakes’s ownership claims, and complains that the ICSID arbitration is an abuse of international process. Arbitrators have agreed to examine the ownership question as a preliminary matter. Hearings on Turkey’s objections are slated for October 2009.",,TREATY
UNC263,2009,$345 million,345000000,Piero Foresti and Laura De Carli Et Al v. The South Africa,Piero Foresti and Laura De Carli Et Al,Italy,South Africa,Essex Court Chambers; Webber Wentzel,Freshfields Bruckhaus Deringer,ICSID/London,"Vaughan Lowe, Joseph Matthews, Charles Brower",Vaughan Lowe,,Joseph Matthews,Charles Brower,"South Africa’s Black Economic Empowerment program comes under the arbitral microscope. In a dispute with potentially wide-ranging political repercussions, a group of private European claimants allege that their mining investments have suffered sizable losses as a result of a new mining regime introduced in South Africa. Among the complaints is a claim that targets certain afffirmative action obligations imposed as part of the country’s Black Economic Empowerment program. At press time the claim had been suspended while the claimants pursued certain domestic approvals from mining regulators. South Africa denies that it will settle the claim, insisting that its action do not violate international law. However, the government might consent to a move by the investors to withdraw the claim. (Under ICSID rules, both parties must consent to the termination of a claim.) Much depends on whether the investors can live with licensing terms offered by South Africa’s mining ministry. However, the arbitration could linger on if the two sides continue to quarrel over how to characterize a proposed cessation of the proceeding.",,TREATY
UNC264,2009,$200 million,200000000,Urbaser SA Consorcio de Aguas de bilbao Bizkaia v. Argentina,Urbaser SA Consorcio de Aguas de bilbao Bizkaia,ND,Argentina,Jones Day,Attorney general of Argentina,"ICSID/Washington, D.C.",Not selected at press time,Not selected at press time,,,,"Urbaser complains that its Aguas de Gran Buenos Aires concession was adversely affected by emergency measures taken by Argentina in response to an earlier financial crisis. The Argentine government denies that the measures breached the treaty, and insists they were necessary due to the nature of the economic crisis.",,TREATY
UNC266,2009,Over $1 billion,1000000000,Eni Dacion B.V. v. Venezuela,Eni Dacion B.V.,Netherlands,Venezuela,Freshfields Bruckhaus Deringer; Travieso Evans Arria Rangel & Paz,"Curtis, Mallet-Prevost, Colt & Mosle","ICSID/Washington, D.C.",,,,,,"ENI was the only foreign oil company to turn to arbitration to challenge the Venezuelan government’s renegotiation of operating contracts for light-crude-oil concessions. However, the company settled the claim 14 months later. As noted above, Mobil and ConocoPhillips later resorted to arbitration, alleging expropriation of the more lucrative heavy-oil concessions in the Orinoco Belt region.",,TREATY
UNC267,2009,Over $100 million,100000000,Global Gold v. Armenia,Global Gold,USA,Armenia,King & Spalding,Debevoise & Plimpton,"ICSID/Washington, D.C.","Karl-Heinz Böckstiegel, David Haigh, James Crawford",Karl-Heinz Böckstiegel,,David Haigh,James Crawford,"Global Gold claimed violations of the Armenia–USA BIT when its mining licenses were revoked for what Global Gold says were political reasons. The case was settled in 2007, at an early stage.",,TREATY
UNC269,2009,$350 million,350000000,Ron Fuchs v. Government of Georgia,Ron Fuchs,Israel,Georgia,"Skadden, Arps, Slate, Meagher & Flom",DLA Piper,ICSID/London,"L. Yves Fortier, Vaughan Lowe, Francisco Orrego Vicuña",L. Yves Fortier,,Vaughan Lowe,Francisco Orrego Vicuña,"A companion case to the Kardassopolous claim (see above). Fuchs, an Israeli investor, worked in partnership with Kardassopolous on a Georgian pipeline scheme. Fuchs alleges that Georgia has breached provisions of the Israel–Georgia bilateral investment treaty. Georgia denies breaching protections owed to the claimant.",,TREATY
UNC273,2009,Over $300 million,300000000,E.T.I. Euro Telecom International v. Bolivia,E.T.I. Euro Telecom International,Netherlands,Bolivia,"Orrick, Herrington & Sutcliffe",Foley Hoag,"ICSID/Washington, D.C.","Bruno Simma (president), Francisco Orrego Vicuña, Philippe Sands",Bruno Simma,yes,Francisco Orrego Vicuña,Philippe Sands,"Bolivia withdrew from the International Centre for Settlement of Investment Disputes (ICSID) in 2007, citing political differences with the World Bank–affiliated organization and a perceived foreign investor bias. However, E.T.I., a Dutch subsidiary of Telecom Italia, filed for arbitration during the six-month window between Bolivia’s announcement and the country’s formal withdrawal from ICSID. Telecom Italia claims expropriation of its stake in the national telecommunications company Entel. Bolivia contends that ICSID arbitrators should not hear the case, and that its dispute with Telecom Italia relates to the company’s mismanagement and failure to make promised investments.",,TREATY
UNC275,2009,Approximately $110 million,110000000,Adria Beteiligungs GmbH v. Croatia,Adria Beteiligungs GmbH,Austria,Croatia,Cleary Gottlieb Steen & Hamilton,Latham & Watkins,UNCITRAL/The Hague,"Kaj Hober (chairman), Neil Kaplan, Hrvoje Sikiric",Kaj Hober,yes,Neil Kaplan,Hrvoje Sikiric,Adria made significant investments in the gambling industry in Croatia in the early 1990s through a joint venture with the Croatian lotteries agency. Adria alleges expropriation contrary to the Austria–Yugoslavia and Austria–Croatia bilateral investment treaties.,,TREATY
UNC276,2009,$121 million,121000000,Impregilo SpA v. The Argentine Republic,Impregilo SpA,Italy,Argentina,King & Spalding,Attorney general of Argentina,"ICSID/Washington, D.C.","Hans Danelius, Brigitte Stern, Charles Brower",Hans Danelius,,Brigitte Stern,Charles Brower,The dispute involves the alleged breach of the Italy-Argentina bilateral investment treaty. Impregilo claims that Argentina has expropriated its share in a locally incorporated company engaged in the water-related public utility sector and violated other treaty standards through measures taken in connection with Argentina’s economic crisis.,,TREATY
UNC277,2009,$1 billion,1000000000,"Sergei Paushok, CJSC Golden East Company, and CJSC Vostokneftegaz Company v. Government of Mongolia","Sergei Paushok, CJSC Golden East Company, and CJSC Vostokneftegaz Company",Russia,Mongolia,"Squire, Sanders & Dempsey","Milbank, Tweed, Hadley & McCloy",Ad hoc (UNCITRAL)/The Hague,"Marc Lalonde, Horacio Grigera Naon, Brigitte Stern",Marc Lalonde,,Horacio Grigera Naon,Brigitte Stern,"In 2006 Mongolia passed a windfall profits tax on sales proceeds of gold sales above $500 per ounce. Russian mining companies are challenging this tax, asking arbitrators to determine whether it breaches the Mongolia–Russia BIT. A central question in the case is whether the windfall scheme breaches a generic investment treaty—as the Russian claimants have never obtained any specific tax stability guarantees from the Mongolian authorities. Mongolia argues that claimants’ choice not to obtain a stability agreement deprives them of “legitimate expectations” that no windfall profits tax measure would be imposed in the future.",,TREATY
UNC278,2009,Over $185 million,185000000,S&T Oil Equipment & Machinery Ltd. v. Romania,S&T Oil Equipment & Machinery Ltd.,USA,Romania,King & Spalding,White & Case,ICSID,"Hans van Houtte, Horacio Grigera-Naon, Brigitte Stern",Hans van Houtte,,Horacio Grigera-Naon,Brigitte Stern,S&T Oil alleges that Romania violated its BIT with the USA when the Romanian privatization commission expropriated seven of S&T’s companies. Briefings on the merits are ongoing.,,TREATY
UNC279,2009,$700 million,700000000,Electrabel SA v. Hungary,Electrabel SA,Belgium,Hungary,Clifford Chance,Arnold & Porter,"ICSID/Washington, D.C.","V.V. Veeder (chair), Brigitte Stern, Gabrielle Kaufmann-Kohler",V.V. Veeder,yes,Brigitte Stern,Gabrielle Kaufmann-Kohler,"Electrabel turned to arbitration when Hungary—under pressure from the European Union—began to retreat from long-term power purchase agreements concluded with various foreign energy companies. The EU’s executive branch, the European Commission, says that these long-term deals are a form of state aid, contrary to Hungary’s EU law obligations.",,TREATY
UNC280,2009,$200 million,200000000,AES Summit Generation Limited and AES-Tisza Eromu Kft. v. Hungary,AES Summit Generation Limited and AES-Tisza Eromu Kft.,United Kingdom,Hungary,Allen & Overy,Arnold & Porter,"ICSID/Washington, D.C.","Claus von Wobeser (president), J. William Rowley, Brigitte Stern",Claus von Wobeser,yes,J. William Rowley,Brigitte Stern,"One of two claims related to alleged breaches by Hungary of commitments contained in long-term power purchase agreements (PPAs) entered into by a Hungarian entity, Magyar Villamos Muvek (MVM). AES complains of changes made to the price paid for electricity by MVM at the insistence of the Hungarian government. In turn, Hungary has come under pressure from the European Commission to wind up these favorable PPAs, on the grounds that they constitute an unfair form of state aid. Hungary has released little information about the arbitral proceedings.",,TREATY
UNC281,2009,$158 million,158000000,Invesmart BV v. Czech Republic,Invesmart BV,Netherlands,Czech Republic,King & Spalding,"Weil, Gotshal & Manges; Matrix Chambers",Ad hoc (UNCITRAL)/London,"Piero Bernardini, J. Christopher Thomas, Michael Pryles",Piero Bernardini,,J. Christopher Thomas,Michael Pryles,"Invesmart alleges that the Czech Republic violated the Dutch–Czech BIT through the revocation of its banking license and other acts that destroyed its investment in a Czech bank. The Dutch firm accuses Czech authorities of causing a run on a Czech bank, Union Banka, owned by Invesmart, leading to the closing of that bank.",,TREATY
UNC283,2009,Over $100 million,100000000,Hochtief AG v. Argentine Republic,Hochtief AG,Germany,Argentina,Kelley Drye & Warren,Attorney general of Argentina,ICSID,"J. Christopher Thomas, Charles Brower, Vaughan Lowe (president)",Vaughan Lowe,yes,Charles Brower,J. Christopher Thomas,"German firm Hochtief was part of an international consortium slated to construct and operate a road and bridge connecting the Argentine cities of Rosario and Victoria. The German firm says that emergency measures taken during Argentina’s financial crisis served to breach contract commitments which provided for the calculation of road tolls in USA dollars and for periodic adjustments of toll charges in line with USA inflation indices. The Argentine government denies that the emergency measures breached the treaty, and insists they were necessary due to the nature of the economic crisis.",,TREATY
UNC284,2009,$355 million (USA),355000000,Vito G. Gallo v. Canada,Vito G. Gallo,USA,Canada,Bennett Gastle; Murdoch Martyn; Todd Grierson-Weiler,Government of Canada Trade Law Bureau,UNCITRAL/PCA-administered/ Vancouver,"Juan Fernández-Armesto (president), Jean-Gabriel Castel, J. Christopher Thomas",Juan Fernández-Armesto,yes,Jean-Gabriel Castel,J. Christopher Thomas,"Gallo, a USA citizen, claims that Canada breached the NAFTA by thwarting his plans to develop a former mine site into a disposal site for nonhazardous household waste from Toronto. Gallo claims that he and his partners had obtained certain approvals for the project before political interference quashed the scheme. Meanwhile, in legal pleadings filed in autumn 2008, Canada stressed that the project was blocked on legitimate environmental grounds, and that Canadian investors in the scheme were compensated for their losses. Canada has also argued that Gallo is fronting for Canadian interests—so that a cross-border claim may be brought under NAFTA—and that arbitrators should decline to hear the case for that reason.",,TREATY
